direccion,direccion_full,lat,lng,url_origen
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/la-dehesa
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/la-dehesa
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puente-alto
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puente-alto
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puente-alto
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puente-alto
Plaza de Armas - Puente Alto,"Plaza de Armas - Puente Alto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puente-alto
Circuito Alimentador F - 100 Lunetas,"Circuito Alimentador F - 100 Lunetas, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puente-alto
Terracero - Plaza Puente Alto,"Terracero - Plaza Puente Alto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puente-alto
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/puente-alto
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
"Ruta 5 Sur Km 123.200, Sector Pelequen","Ruta 5 Sur Km 123.200, Sector Pelequen, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
"Ruta 5 Sur Km 118,400 hacia el sur","Ruta 5 Sur Km 118,400 hacia el sur, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
Entrada Norte Pelequen km 120.18,"Entrada Norte Pelequen km 120.18, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
Entrada Norte Pelequen km 121.13,"Entrada Norte Pelequen km 121.13, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
Entrada Sur Rengo km 118.45,"Entrada Sur Rengo km 118.45, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
Entrada Sur Rengo km 120.05,"Entrada Sur Rengo km 120.05, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/malloa
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/canela
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/canela
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/canela
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/canela
"Ruta 5 Norte Km 268,2","Ruta 5 Norte Km 268,2, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/canela
Ruta 5 Norte Km 267,"Ruta 5 Norte Km 267, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/canela
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/canela
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
"Avda. Alessandri, salida de Aeropuerto hacia el Mall","Avda. Alessandri, salida de Aeropuerto hacia el Mall, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
Backlight Escaleras hacia Sala Desembarque - Aeropuerto Concepción,"Backlight Escaleras hacia Sala Desembarque - Aeropuerto Concepción, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
Unipol Salida Aeropuerto-Aeropuerto Concepción,"Unipol Salida Aeropuerto-Aeropuerto Concepción, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
Unipole Salida Estacionamientos - Aeropuerto Concepción - Carriel Sur,"Unipole Salida Estacionamientos - Aeropuerto Concepción - Carriel Sur, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/talcahuano
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/freire
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/freire
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/freire
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/freire
Ruta Freire Villarrica km 4,"Ruta Freire Villarrica km 4, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/freire
Ruta Freire Villarrica km 15,"Ruta Freire Villarrica km 15, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/freire
Ruta Freire Villarrica km 16,"Ruta Freire Villarrica km 16, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/freire
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/freire
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
"Malalcahuello km 88, camino a centro de Ski Corralco","Malalcahuello km 88, camino a centro de Ski Corralco, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
"Frase de 30"" en horario repartido (L a D) / Coleccion FM 95.7 Mhz - Curacautin","Frase de 30"" en horario repartido (L a D) / Coleccion FM 95.7 Mhz - Curacautin, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
"Frase de 30"" en horario repartido (L a D) / Copihue FM 102.1 Mhz - Curacautin","Frase de 30"" en horario repartido (L a D) / Copihue FM 102.1 Mhz - Curacautin, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
"Frase de 30"" en horario repartido (L a D) / Genesis FM 96.5 Mhz - Curacautin","Frase de 30"" en horario repartido (L a D) / Genesis FM 96.5 Mhz - Curacautin, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
"Frase de 30"" en horario repartido (L a D) / Universal FM 104-5 Mhz - Curacautin","Frase de 30"" en horario repartido (L a D) / Universal FM 104-5 Mhz - Curacautin, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/curacautín
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/ovalle
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/ovalle
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/ovalle
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/ovalle
"Ruta 5, km 365,50","Ruta 5, km 365,50, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/ovalle
"""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta"".","""Mi experiencia trabajando con el equipo OOH siempre ha sido excelente, no solo porque la calidad de su trabajo es impecable, sino también porque la calidad humana es espectacular. Un equipo cercano y preocupado que cada detalle de mi campaña, son un partner comprometido que me ayuda en cada detalle y es 100% transparente, en un mercado donde hace mucha falta""., Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/ovalle
Mide audiencia en +5.500 soportes,"Mide audiencia en +5.500 soportes, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/teno
Aeropuerto,"Aeropuerto, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/teno
Camión LED / Impreso,"Camión LED / Impreso, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/teno
Bicicleta / Scooter,"Bicicleta / Scooter, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/teno
"Acceso Norte a Curico, antes de Teno","Acceso Norte a Curico, antes de Teno, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/teno
"RUTA 5 SUR KM 167,2","RUTA 5 SUR KM 167,2, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/teno
Av. Comalle esq. Lautaro (norte) Teno,"Av. Comalle esq. Lautaro (norte) Teno, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/teno
Av. Comalle esq. Lautaro (Sur) Teno,"Av. Comalle esq. Lautaro (Sur) Teno, Santiago, Chile",,,https://oohpublicidad.cl/publicidad-via-publica/ubicaciones/teno
